id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
1641060,37.73932,-122.46211,Guest suite,Entire home/apt,1,2,3,$225.00
1645724,37.71574,-122.46486,Townhouse,Private room,1,1,180,$29.00
1651228,37.78482,-122.44136,House,Private room,1,2,2,$230.00
1655446,37.75292,-122.4232,House,Private room,2.5,4,4,$539.00
1665516,37.78,-122.48253,Guest suite,Entire home/apt,1,1,3,$150.00
1671260,37.76183,-122.39312,House,Private room,1,1,2,$95.00
1673011,37.75869,-122.4268,House,Entire home/apt,2.5,3,3,$525.00
1676460,37.7586,-122.44305,Apartment,Entire home/apt,1,0,30,$141.00
1683892,37.8028,-122.44078,Condominium,Entire home/apt,1,1,3,$285.00
1684346,37.7884,-122.40931,Hotel,Private room,1,0,1,$179.00
1687330,37.78455,-122.4752,Apartment,Entire home/apt,1,2,1,$190.00
1696383,37.77669,-122.43661,Apartment,Entire home/apt,1,1,30,$155.00
1696666,37.77722,-122.43656,Condominium,Entire home/apt,2,4,30,"""$1,000.00 """
1699390,37.75154,-122.42038,House,Private room,2.5,1,2,$105.00
1711075,37.7455,-122.41509,Apartment,Private room,1,4,59,$65.00
1721354,37.76813,-122.44629,Apartment,Entire home/apt,1,2,2,$418.00
1724819,37.7586,-122.45049,House,Entire home/apt,2,2,3,$373.00
1725833,37.78899,-122.38933,Apartment,Entire home/apt,2,2,30,$325.00
1725853,37.74733,-122.48952,Apartment,Entire home/apt,1,1,2,$133.00
1728497,37.78629,-122.4331,House,Entire home/apt,3.5,4,6,$750.00
1733056,37.75725,-122.41004,Apartment,Entire home/apt,2.5,2,4,$290.00
1738415,37.77358,-122.42806,Apartment,Entire home/apt,1.5,1,1,$180.00
1740537,37.75538,-122.42655,Apartment,Entire home/apt,1.5,2,30,$165.00
1743201,37.77397,-122.44226,Condominium,Private room,1.5,1,2,$90.00
1747531,37.75816,-122.46278,Apartment,Private room,1,1,30,$60.00
1750093,37.7572,-122.3926,Townhouse,Private room,1.5,1,2,$115.00
1752371,37.74077,-122.41134,Guest suite,Entire home/apt,1,1,2,$155.00
1752535,37.80147,-122.43275,House,Entire home/apt,1,2,60,$215.00
1759087,37.76492,-122.39722,Guest suite,Entire home/apt,1,1,2,$215.00
1767569,37.77832,-122.43079,Apartment,Entire home/apt,1,1,3,$175.00
1768239,37.76357,-122.44581,Condominium,Entire home/apt,1,1,30,$160.00
1768673,37.79293,-122.43494,Condominium,Entire home/apt,1,1,30,$200.00
1769688,37.7796,-122.44199,Condominium,Private room,1,1,3,$109.00
1774026,37.75565,-122.4241,Apartment,Entire home/apt,1.5,4,3,$418.00
1777429,37.757,-122.42907,House,Entire home/apt,3,5,6,"""$1,450.00 """
1778650,37.77499,-122.48907,Guest suite,Entire home/apt,1,1,1,$133.00
1785463,37.73401,-122.46475,House,Private room,3,1,2,$45.00
1807012,37.75008,-122.41841,Apartment,Private room,1,1,3,$170.00
1807493,37.77913,-122.40464,Condominium,Entire home/apt,1,1,30,$170.00
1810486,37.77333,-122.4322,Apartment,Entire home/apt,1,2,3,$285.00
1814061,37.7511,-122.42414,Guest suite,Entire home/apt,1,1,30,$150.00
1815551,37.75045,-122.42785,Apartment,Entire home/apt,1,1,2,$250.00
1821543,37.79059,-122.43884,Apartment,Entire home/apt,1,1,30,$150.00
1827177,37.76465,-122.43637,Apartment,Private room,1,1,1,$70.00
1827638,37.76949,-122.42543,Apartment,Entire home/apt,1,1,31,$225.00
1827653,37.77794,-122.44512,House,Private room,1,1,30,$115.00
1830541,37.77845,-122.46893,Guest suite,Entire home/apt,1,1,3,$135.00
1841832,37.79493,-122.41518,Apartment,Entire home/apt,1,1,30,$89.00
1843662,37.76448,-122.42924,Apartment,Entire home/apt,1,2,30,$135.00
1844117,37.77693,-122.43739,Apartment,Private room,3,1,30,$60.00
1844877,37.76165,-122.40442,Apartment,Entire home/apt,1,1,30,$110.00
1847664,37.77527,-122.45475,Guest suite,Entire home/apt,1,1,4,$128.00
1855096,37.76458,-122.39335,Apartment,Entire home/apt,1,1,2,$190.00
1857226,37.73564,-122.44085,House,Entire home/apt,3,3,3,$600.00
1861344,37.77814,-122.3977,Serviced apartment,Entire home/apt,1,1,30,$220.00
1863106,37.76724,-122.42129,Apartment,Private room,1,1,3,$79.00
1863316,37.76909,-122.42171,Apartment,Private room,1,1,3,$75.00
1864390,37.77657,-122.42883,Apartment,Entire home/apt,2,2,30,$145.00
1865406,37.77775,-122.43321,Apartment,Entire home/apt,1,0,30,$94.00
1868880,37.78927,-122.43407,House,Entire home/apt,3.5,4,3,$995.00
1869027,37.75174,-122.41334,House,Entire home/apt,1,2,70,$250.00
1869845,37.75822,-122.4281,Apartment,Entire home/apt,1,1,30,$295.00
1881223,37.75986,-122.42215,Apartment,Private room,1,1,3,$80.00
1885057,37.76827,-122.44506,Apartment,Entire home/apt,1,1,30,$157.00
1886260,37.77647,-122.43096,Loft,Entire home/apt,1,1,30,$300.00
1887206,37.71875,-122.39548,House,Entire home/apt,1,2,30,$131.00
1898486,37.7445,-122.42718,House,Entire home/apt,1.5,2,30,$228.00
1906323,37.75206,-122.43009,House,Entire home/apt,3.5,4,4,$900.00
1906681,37.75524,-122.39736,House,Entire home/apt,2,3,4,$309.00
1907229,37.78637,-122.43793,House,Entire home/apt,2.5,3,1,$450.00
1909613,37.76431,-122.42448,Apartment,Entire home/apt,1,2,3,$299.00
1913043,37.7883,-122.39151,Condominium,Private room,1,1,30,$115.00
1914841,37.78017,-122.43771,Apartment,Entire home/apt,1,0,30,$156.00
1919372,37.7757,-122.43847,Apartment,Entire home/apt,1,0,30,$125.00
1920033,37.75389,-122.45802,House,Private room,1,1,1,$120.00
1925206,37.72198,-122.40758,House,Private room,1,1,1,$94.00
1925714,37.79723,-122.40113,Apartment,Entire home/apt,1,1,30,$180.00
1926253,37.72248,-122.42779,Guest suite,Entire home/apt,1,1,2,$80.00
1931459,37.79188,-122.43205,Apartment,Entire home/apt,1,1,30,$350.00
1931763,37.76118,-122.41911,Guest suite,Private room,1,1,1,$150.00
1931788,37.75168,-122.41979,Apartment,Private room,1,1,2,$135.00
1932019,37.75562,-122.46805,Guesthouse,Entire home/apt,1,1,2,$95.00
1935904,37.75816,-122.4104,Apartment,Entire home/apt,2,2,4,"""$1,166.00 """
1937575,37.7577,-122.40841,Apartment,Private room,1,1,3,$160.00
1940496,37.74866,-122.41119,Apartment,Private room,1,1,3,$100.00
1944564,37.76429,-122.41276,Loft,Entire home/apt,1,1,2,$169.00
1945508,37.76907,-122.43755,Condominium,Private room,1,1,3,$150.00
1954514,37.76359,-122.43455,Condominium,Private room,1,1,3,$165.00
1959880,37.73998,-122.41271,Apartment,Private room,1,1,1,$95.00
1960773,37.76034,-122.43765,House,Entire home/apt,3,3,5,$499.00
1970257,37.75114,-122.40786,Condominium,Entire home/apt,1,3,5,$339.00
1970756,37.74004,-122.42084,Apartment,Entire home/apt,1,1,30,$99.00
1975404,37.77191,-122.43918,Condominium,Entire home/apt,1,1,2,$325.00
1978669,37.78922,-122.40083,Apartment,Private room,1,1,30,$95.00
1979461,37.78823,-122.38986,Condominium,Entire home/apt,1,0,30,$152.00
1984709,37.76261,-122.50146,Apartment,Entire home/apt,1,0,30,$125.00
1985338,37.73939,-122.41636,House,Private room,1,1,3,$140.00
1989997,37.77272,-122.43973,Apartment,Private room,1,1,1,$102.00
1992217,37.75619,-122.42881,House,Private room,1,1,2,$132.00
1992988,37.77059,-122.45207,Apartment,Entire home/apt,1,1,60,$125.00
1995487,37.75994,-122.42138,Loft,Private room,1,2,2,$297.00
1998111,37.72441,-122.43517,House,Private room,1,1,2,$69.00
2001534,37.74001,-122.42219,Apartment,Entire home/apt,2,3,30,$200.00
2007101,37.78019,-122.40601,Condominium,Entire home/apt,1,1,4,$600.00
2011311,37.74967,-122.41103,Townhouse,Entire home/apt,1,1,3,$160.00
2016198,37.74575,-122.50032,House,Private room,1,1,1,$84.00
2020393,37.76953,-122.42178,Apartment,Entire home/apt,1,1,5,$197.00
2022751,37.75516,-122.38867,Apartment,Entire home/apt,2,2,3,$800.00
2023326,37.78342,-122.46941,House,Entire home/apt,1.5,3,3,$450.00
2026910,37.774,-122.45309,Apartment,Entire home/apt,1,3,5,$550.00
2042095,37.73285,-122.44235,House,Private room,1,1,1,$119.00
2046634,37.72483,-122.43609,House,Private room,1,1,2,$69.00
2046807,37.76046,-122.41904,Guest suite,Entire home/apt,1,1,5,$149.00
2047469,37.72491,-122.43516,House,Private room,1,1,2,$69.00
2049672,37.7625,-122.4226,House,Entire home/apt,2,4,5,$575.00
2049955,37.77821,-122.46114,House,Entire home/apt,1,1,3,$225.00
2056660,37.78172,-122.4214,Apartment,Entire home/apt,1,0,60,$82.00
2058119,37.76162,-122.42394,Apartment,Private room,1,1,30,$100.00
2062696,37.7485,-122.41961,Apartment,Private room,1,1,5,$85.00
2063077,37.73231,-122.43509,House,Entire home/apt,1,2,6,$195.00
2072098,37.76386,-122.39609,Apartment,Entire home/apt,1,1,30,$160.00
2072133,37.76587,-122.44329,House,Private room,1,1,30,$95.00
2074270,37.78806,-122.43091,Apartment,Entire home/apt,1,0,30,$129.00
2074584,37.76495,-122.42058,Guesthouse,Entire home/apt,1,0,30,$90.00
2081536,37.77352,-122.43444,Townhouse,Private room,1,1,3,$65.00
2088622,37.72478,-122.43609,House,Private room,1,1,2,$69.00
2093695,37.72218,-122.47012,House,Private room,1,1,30,$65.00
2096756,37.73508,-122.43949,House,Entire home/apt,1,2,3,$228.00
2104437,37.7955,-122.41106,Apartment,Private room,1,1,30,$120.00
2105840,37.76835,-122.43373,Serviced apartment,Private room,1,1,30,$95.00
2111361,37.78093,-122.42007,Condominium,Entire home/apt,1,0,30,$150.00
2112336,37.74372,-122.42757,Condominium,Private room,1,1,30,$100.00
2115503,37.77622,-122.50906,Guest suite,Entire home/apt,1,0,2,$176.00
2119773,37.71847,-122.45181,Guest suite,Entire home/apt,1,1,1,$130.00
2123469,37.77373,-122.46313,House,Private room,1,1,2,$125.00
2124182,37.7591,-122.39731,Guesthouse,Entire home/apt,1,1,30,$120.00
2126868,37.73377,-122.46429,House,Private room,3,1,2,$40.00
2130640,37.77005,-122.43025,Apartment,Entire home/apt,2,3,2,$350.00
2134475,37.79907,-122.44584,House,Private room,1.5,1,2,$150.00
2139562,37.72925,-122.45896,House,Private room,1,2,4,$195.00
2140313,37.79295,-122.41663,Apartment,Entire home/apt,1,1,30,$150.00
2154122,37.73644,-122.45666,House,Entire home/apt,2,3,3,$450.00
2160504,37.72685,-122.43873,House,Private room,1,1,2,$90.00
2166428,37.76688,-122.44646,Apartment,Entire home/apt,1,1,30,$198.00
2169208,37.78353,-122.44519,Apartment,Entire home/apt,1,1,30,$98.00
2172308,37.78995,-122.43541,House,Entire home/apt,2,3,2,$462.00
2175930,37.74682,-122.40566,Apartment,Entire home/apt,1,1,1,$150.00
2177440,37.75791,-122.44273,House,Private room,1,1,3,$120.00
2178509,37.74128,-122.42155,House,Private room,1,1,2,$105.00
2188233,37.78789,-122.38948,Serviced apartment,Entire home/apt,1,0,30,$160.00
2188308,37.78826,-122.39156,Serviced apartment,Entire home/apt,2,2,30,$175.00
2188507,37.78726,-122.39068,Serviced apartment,Entire home/apt,1,0,30,$140.00
2188561,37.7612,-122.40735,House,Entire home/apt,2,5,3,$449.00
2188959,37.7704,-122.43469,Apartment,Entire home/apt,1,0,30,$112.00
2188976,37.76456,-122.41383,House,Private room,2,1,30,$101.00
2189514,37.80387,-122.42942,Apartment,Entire home/apt,1,1,30,$220.00
2189814,37.76243,-122.4308,Apartment,Entire home/apt,1,2,4,$900.00
2202505,37.77715,-122.44182,House,Entire home/apt,2,2,3,$399.00
2203283,37.77981,-122.46841,Condominium,Private room,1,1,1,$65.00
2209353,37.80325,-122.40438,Serviced apartment,Entire home/apt,1,1,30,$179.00
2209751,37.77342,-122.43566,Condominium,Private room,1,1,2,$129.00
2210105,37.7331,-122.45736,House,Private room,1,1,2,$500.00
2219978,37.7981,-122.41551,Apartment,Private room,1.5,1,31,$225.00
2221057,37.74663,-122.50487,House,Entire home/apt,1,2,4,$175.00
2223743,37.73728,-122.4157,Guest suite,Entire home/apt,1,1,2,$110.00
2233416,37.80152,-122.43113,Apartment,Entire home/apt,1,1,30,$195.00
2234256,37.71178,-122.38762,Apartment,Entire home/apt,1,1,90,$130.00
2236226,37.80093,-122.40482,Apartment,Entire home/apt,1,1,30,$105.00
2238488,37.75859,-122.4682,Apartment,Entire home/apt,1,2,31,$279.00
2244652,37.79934,-122.4049,Apartment,Entire home/apt,1,1,30,$90.00
2254431,37.77495,-122.50921,House,Entire home/apt,3.5,4,1,$398.00
2263794,37.73583,-122.38737,House,Private room,1,1,2,$99.00
2272343,37.77422,-122.44628,House,Entire home/apt,1.5,3,3,$500.00
2274353,37.72685,-122.43739,Apartment,Entire home/apt,1,2,2,$137.00
2277754,37.75018,-122.40468,Condominium,Private room,1,1,3,$105.00
2279254,37.7878,-122.40978,Apartment,Private room,1,1,1,$219.00
2290365,37.76928,-122.42342,Condominium,Private room,1,1,30,$85.00
2298930,37.79819,-122.44256,Apartment,Private room,1.5,1,1,$200.00
2299196,37.77662,-122.42414,Apartment,Entire home/apt,1,0,30,$105.00
2302408,37.76282,-122.48172,Apartment,Entire home/apt,1,1,30,$105.00
2305039,37.77931,-122.43595,Apartment,Entire home/apt,1,3,30,$350.00
2310518,37.77349,-122.46607,House,Private room,1,2,2,$350.00
2310765,37.78042,-122.39732,Condominium,Entire home/apt,1,0,30,$149.00
2311428,37.74552,-122.41195,Apartment,Entire home/apt,2,1,2,$250.00
2314849,37.79953,-122.44663,Apartment,Entire home/apt,1,0,30,$93.00
2315086,37.78629,-122.4457,Apartment,Private room,1.5,1,3,$145.00
2316478,37.77912,-122.51306,House,Entire home/apt,1,2,30,$139.00
2326228,37.78,-122.45466,House,Entire home/apt,1.5,2,30,$220.00
2337552,37.78885,-122.41139,Condominium,Entire home/apt,1,2,30,$170.00
2349483,37.75935,-122.39867,House,Private room,1,1,2,$130.00
2355859,37.76217,-122.39543,Guest suite,Entire home/apt,1,1,4,$280.00
2356554,37.73352,-122.41706,Guest suite,Entire home/apt,1,1,2,$125.00
2362619,37.7792,-122.44584,Apartment,Entire home/apt,1,1,3,$185.00
2366182,37.79403,-122.41513,Apartment,Entire home/apt,2,4,30,$385.00
2371573,37.78908,-122.441,House,Entire home/apt,3.5,4,5,"""$2,000.00 """
2374267,37.73548,-122.4471,House,Entire home/apt,2.5,4,3,"""$2,100.00 """
2374361,37.73884,-122.42561,Guest suite,Entire home/apt,1,1,30,$113.00
2387068,37.72643,-122.46175,Condominium,Private room,2.5,1,3,$80.00
2391772,37.76566,-122.43399,Loft,Entire home/apt,1,1,30,$136.00
2396847,37.77915,-122.47857,Apartment,Entire home/apt,1,0,3,$125.00
2397852,37.77424,-122.50167,Guest suite,Entire home/apt,2,2,2,$306.00
2397858,37.77026,-122.49901,House,Entire home/apt,3,4,2,$889.00
2404647,37.74802,-122.43521,Apartment,Private room,1,1,30,$89.00
2412158,37.74869,-122.43213,Guest suite,Entire home/apt,1,1,30,$220.00
2420887,37.76609,-122.43509,Guest suite,Entire home/apt,1.5,0,4,$143.00
2423948,37.78877,-122.39012,Serviced apartment,Hotel room,1,1,30,$179.00
2432104,37.72776,-122.47043,House,Private room,1,1,30,$60.00
2436213,37.73227,-122.4482,House,Private room,1,1,30,$78.00
2455313,37.74176,-122.41803,House,Entire home/apt,2,3,3,$325.00
2455325,37.78502,-122.4653,House,Entire home/apt,2,2,30,$295.00
2460904,37.78289,-122.39365,Condominium,Entire home/apt,1,1,30,$150.00
2465543,37.73811,-122.47358,Guest suite,Entire home/apt,2,2,30,$99.00
2468125,37.78716,-122.40983,Apartment,Private room,1,1,1,$219.00
2469485,37.77549,-122.43,Apartment,Entire home/apt,1.5,1,30,$200.00
2471457,37.76223,-122.43281,Apartment,Private room,1,1,2,$200.00
2477409,37.78772,-122.4325,Apartment,Entire home/apt,1,1,30,$112.00
2477787,37.78628,-122.4823,House,Entire home/apt,2.5,4,4,$800.00
2478558,37.78897,-122.40927,Apartment,Private room,1,1,1,$219.00
2482884,37.74497,-122.42876,House,Private room,1,1,3,$80.00
2483759,37.77689,-122.43988,Condominium,Private room,1,1,1,$95.00
2486953,37.75338,-122.43592,House,Entire home/apt,1,1,3,$279.00
2488520,37.7784,-122.40871,Loft,Shared room,1.5,1,30,$200.00
2488837,37.73291,-122.42569,Apartment,Entire home/apt,1,2,31,$140.00
2496086,37.72841,-122.42314,House,Entire home/apt,1,2,3,$185.00
2496460,37.77431,-122.47489,House,Entire home/apt,1.5,3,5,$182.00
2496719,37.76538,-122.42824,Condominium,Entire home/apt,1,1,30,$125.00
2499257,37.78295,-122.44476,House,Entire home/apt,3,3,30,$333.00
2500662,37.73867,-122.41255,House,Entire home/apt,2,3,30,$265.00
2502368,37.74979,-122.40877,House,Private room,1,1,3,$105.00
2502543,37.74973,-122.40918,House,Entire home/apt,1,2,7,$215.00
2503408,37.79406,-122.42661,Apartment,Entire home/apt,1,1,30,$195.00
2509236,37.72528,-122.46845,House,Private room,1,1,14,$65.00
2510224,37.74667,-122.45375,Apartment,Private room,1.5,1,30,$80.00
2516026,37.8047,-122.43931,House,Entire home/apt,3.5,3,3,$695.00
2518781,37.7422,-122.41992,House,Private room,1,1,3,$164.00
2521327,37.73254,-122.3884,House,Entire home/apt,1,1,30,$92.00
2532756,37.78753,-122.44018,House,Private room,1,1,30,$75.00
2538807,37.74299,-122.46664,Guest suite,Entire home/apt,1,1,4,$69.00
2539953,37.74256,-122.43406,House,Entire home/apt,2,5,2,$650.00
2550991,37.75713,-122.43199,Guest suite,Entire home/apt,1,0,30,$135.00
2551994,37.76312,-122.4315,Apartment,Entire home/apt,1,1,30,$198.00
2557977,37.74992,-122.40822,Apartment,Private room,1,1,3,$105.00
2559297,37.77507,-122.44094,Condominium,Entire home/apt,1,2,2,$235.00
2564006,37.79439,-122.41502,Apartment,Entire home/apt,1,0,30,$122.00
2564140,37.79463,-122.41632,Apartment,Entire home/apt,1,1,30,$157.00
2578122,37.76852,-122.42787,Apartment,Private room,1,1,4,$88.00
2592518,37.77669,-122.40927,House,Entire home/apt,1,2,2,$333.00
2614717,37.75457,-122.48331,House,Private room,1,1,2,$98.00
2620371,37.79398,-122.42506,Apartment,Entire home/apt,1,1,30,$140.00
2629833,37.75392,-122.42502,Apartment,Entire home/apt,1,3,30,$232.00
2636716,37.7937,-122.42497,Apartment,Entire home/apt,1,0,30,$140.00
2645189,37.75673,-122.40304,Apartment,Entire home/apt,1,1,30,$126.00
2658295,37.79004,-122.40921,Hotel,Private room,1,1,1,$299.00
2665028,37.75782,-122.41081,Loft,Entire home/apt,1.5,1,16,$180.00
2670951,37.78249,-122.45908,Condominium,Entire home/apt,2,3,30,$395.00
2677273,37.78591,-122.47692,Guest suite,Entire home/apt,1,1,2,$180.00
2677288,37.76161,-122.4324,Condominium,Private room,1,1,1,$99.00
2683409,37.77506,-122.48751,Condominium,Entire home/apt,1.5,2,2,$545.00
2683857,37.77557,-122.49331,House,Entire home/apt,2,3,4,$280.00
2686530,37.75332,-122.41799,Apartment,Private room,1,1,7,$94.00
2694526,37.77256,-122.45867,House,Private room,1,1,2,$125.00
2702606,37.7766,-122.39674,Apartment,Entire home/apt,0.5,1,30,$194.00
2706776,37.74153,-122.43596,House,Private room,1,1,4,$188.00
2707422,37.76294,-122.42416,Apartment,Entire home/apt,1,1,4,$184.00
2710372,37.7959,-122.43754,Townhouse,Entire home/apt,1,2,30,$199.00
2723005,37.79863,-122.42055,Apartment,Entire home/apt,2,3,3,$820.00
2736358,37.76746,-122.44483,House,Entire home/apt,1,1,2,$185.00
2737894,37.75969,-122.43524,Apartment,Private room,1.5,1,2,$80.00
2738331,37.76918,-122.45,Apartment,Entire home/apt,1,1,30,$99.00
2739477,37.75639,-122.43384,House,Entire home/apt,3,3,2,$425.00
2742151,37.77803,-122.44308,Guest suite,Entire home/apt,1,2,3,$240.00
2747383,37.75966,-122.5085,Guest suite,Entire home/apt,1,2,2,$295.00
2770268,37.75983,-122.3966,House,Private room,1,1,2,$100.00
2770561,37.75726,-122.39371,House,Private room,1,1,2,$80.00
2771128,37.75096,-122.43112,Guest suite,Entire home/apt,1,0,3,$220.00
2771688,37.75135,-122.41766,Apartment,Entire home/apt,1,2,30,$120.00
2783251,37.80416,-122.41871,Guest suite,Entire home/apt,1,1,4,$185.00
2790637,37.76083,-122.40264,House,Entire home/apt,1,1,5,$225.00
2802418,37.77347,-122.49901,Apartment,Private room,2,1,2,$109.00
2802480,37.79999,-122.4443,Apartment,Entire home/apt,1,2,30,$229.00
2804417,37.78055,-122.39775,Apartment,Entire home/apt,1,1,30,$230.00
2816626,37.76836,-122.44812,Apartment,Entire home/apt,2,3,3,$350.00
2823227,37.75327,-122.40636,Townhouse,Entire home/apt,2,1,30,$195.00
2824612,37.76467,-122.43132,Condominium,Entire home/apt,2,3,31,$275.00
2825966,37.76465,-122.44848,Townhouse,Entire home/apt,1,1,30,$169.00
2890120,37.74245,-122.42093,House,Entire home/apt,1,2,1,$275.00
2893920,37.80204,-122.40887,Apartment,Private room,1.5,1,75,$222.00
2904128,37.74086,-122.413,Bungalow,Entire home/apt,1,2,7,$160.00
2925557,37.77156,-122.43637,Apartment,Entire home/apt,1,2,30,$300.00
2926901,37.78839,-122.40945,Hotel,Private room,1,0,2,$179.00
2927781,37.76715,-122.41756,Townhouse,Private room,1.5,1,2,$189.00
2933105,37.76912,-122.43199,Apartment,Private room,1.5,1,2,$110.00
2933899,37.7889,-122.41098,Hotel,Private room,1,0,1,$180.00
2935400,37.79075,-122.40882,Apartment,Entire home/apt,1,1,30,$97.00
2937902,37.78846,-122.41055,Hotel,Private room,1,0,1,$180.00
2939849,37.7603,-122.43873,Apartment,Private room,1,1,30,$99.00
2942149,37.71799,-122.43635,House,Entire home/apt,1,3,3,$400.00
2943327,37.78878,-122.41148,Hotel,Private room,1,0,1,$180.00
2944266,37.75649,-122.41025,Apartment,Entire home/apt,2,2,2,$225.00
2944843,37.75488,-122.49496,House,Private room,1,1,1,$90.00
2948159,37.74301,-122.44188,Apartment,Entire home/apt,2,2,3,$285.00
2949071,37.78575,-122.47082,Apartment,Entire home/apt,1,2,30,$150.00
2950592,37.75354,-122.45233,House,Entire home/apt,2,3,4,$450.00
2956406,37.75794,-122.48954,House,Private room,1,1,3,$115.00
2959323,37.788,-122.41146,Hostel,Private room,1,0,1,$180.00
2960229,37.78887,-122.40919,Hotel,Private room,1,0,1,$180.00
2965433,37.80017,-122.41243,Apartment,Entire home/apt,1.5,2,3,$293.00
2968738,37.75786,-122.44652,Apartment,Entire home/apt,1,2,2,$599.00
2970161,37.76062,-122.39057,Condominium,Entire home/apt,2,2,14,$287.00
2970253,37.74466,-122.40964,Apartment,Entire home/apt,1,1,30,$125.00
2980184,37.75174,-122.47723,Apartment,Entire home/apt,1,2,30,$250.00
2984463,37.74753,-122.42129,House,Private room,1,1,1,$150.00
2994606,37.71938,-122.43244,Guest suite,Private room,1,0,1,$99.00
3013427,37.77917,-122.44627,Condominium,Private room,1,1,30,$200.00
3013520,37.78031,-122.451,Apartment,Entire home/apt,1,0,30,$55.00
3015450,37.73351,-122.48691,House,Private room,0.5,1,2,$87.00
3028924,37.7637,-122.41004,House,Private room,1,1,3,$125.00
3029597,37.79704,-122.43732,Apartment,Private room,1,1,1,$99.00
3030653,37.7671,-122.42415,Guest suite,Entire home/apt,1,1,2,$140.00
3031766,37.77858,-122.46332,House,Entire home/apt,2,4,4,$530.00
3042811,37.7708,-122.42713,Apartment,Entire home/apt,1,1,6,$200.00
3043102,37.76283,-122.5075,House,Entire home/apt,1,2,30,$130.00
3053443,37.77527,-122.44422,House,Private room,1.5,1,1,$95.00
3068285,37.78287,-122.39958,Condominium,Entire home/apt,1,0,30,$117.00
3073038,37.75839,-122.44084,Condominium,Private room,1,1,3,$145.00
3079665,37.76058,-122.42541,Apartment,Private room,1,2,30,$145.00
3079929,37.77048,-122.42387,House,Entire home/apt,1,2,3,$375.00
3081324,37.73423,-122.43129,House,Entire home/apt,2,3,3,$450.00
3081560,37.75364,-122.42154,House,Private room,1,1,2,$150.00
3082327,37.75677,-122.48891,House,Private room,1,1,3,$90.00
3084671,37.75946,-122.42151,Condominium,Entire home/apt,2,3,3,$295.00
3093070,37.74463,-122.40863,House,Private room,1,2,2,$299.00
3093543,37.81031,-122.47642,Condominium,Private room,1,1,7,$105.00
3102139,37.75889,-122.43227,House,Entire home/apt,2.5,3,3,$650.00
3105361,37.75229,-122.43125,Condominium,Entire home/apt,2,2,3,$275.00
3105998,37.75229,-122.41593,Apartment,Entire home/apt,1,1,4,$225.00
3112427,37.75927,-122.50469,Apartment,Entire home/apt,1,0,2,$125.00
3116428,37.76788,-122.43608,Condominium,Entire home/apt,1,2,4,$200.00
3116974,37.7982,-122.41183,Apartment,Entire home/apt,1,2,30,$185.00
3122882,37.77567,-122.44608,Apartment,Private room,1,1,2,$140.00
3123536,37.74394,-122.4075,House,Entire home/apt,1,2,2,$275.00
3124541,37.76272,-122.44354,Condominium,Private room,1,1,2,$145.00
3133266,37.76875,-122.4489,Apartment,Entire home/apt,1.5,3,30,$280.00
3140113,37.73023,-122.44627,House,Entire home/apt,1,2,2,$195.00
3157463,37.78611,-122.48234,House,Entire home/apt,2,2,7,$400.00
3157541,37.7595,-122.43877,Apartment,Private room,1,1,2,$125.00
3168359,37.77932,-122.50964,Guest suite,Entire home/apt,1,1,3,$139.00
3175769,37.7969,-122.44403,House,Entire home/apt,2,3,30,$350.00
3176619,37.79941,-122.41507,Condominium,Entire home/apt,2,3,7,$750.00
3183280,37.77631,-122.39506,Loft,Entire home/apt,2,1,30,$375.00
3200340,37.75179,-122.4082,Loft,Private room,1.5,1,30,$75.00
3200431,37.77703,-122.44541,Condominium,Private room,1,1,30,$500.00
3201044,37.74679,-122.44762,House,Entire home/apt,2,3,3,$600.00
3205059,37.7605,-122.39355,Apartment,Entire home/apt,1,1,31,$145.00
3218306,37.75902,-122.44409,Apartment,Private room,1,1,2,$126.00
3221082,37.73273,-122.43992,Apartment,Entire home/apt,2,3,30,$279.00
3230459,37.74247,-122.42499,Apartment,Entire home/apt,1,0,3,$145.00
3240016,37.76947,-122.4377,Apartment,Entire home/apt,1,1,30,$115.00
3246879,37.77077,-122.4261,Condominium,Entire home/apt,1,1,30,$158.00
3250486,37.76449,-122.42459,Condominium,Private room,1,1,6,$146.00
3256704,37.75781,-122.43712,Apartment,Entire home/apt,1.5,3,30,$263.00
3257979,37.74844,-122.46958,House,Private room,1,1,2,$53.00
3261876,37.77625,-122.40867,Apartment,Private room,1.5,1,3,$159.00
3262216,37.73154,-122.43515,House,Entire home/apt,2,3,3,$360.00
3263219,37.7351,-122.42141,House,Entire home/apt,1,2,4,$240.00
3271517,37.77081,-122.43018,House,Private room,1,1,3,$125.00
3280443,37.79595,-122.42412,Condominium,Entire home/apt,1,1,4,$450.00
3290739,37.79859,-122.43624,House,Private room,1,1,1,$119.00
3292643,37.7569,-122.5088,Apartment,Entire home/apt,1,2,3,$245.00
3309722,37.73881,-122.42521,Guest suite,Entire home/apt,1,1,2,$200.00
3311711,37.76879,-122.41743,Apartment,Private room,1.5,1,2,$155.00
3312490,37.76256,-122.47784,Apartment,Entire home/apt,1,1,3,$155.00
3319159,37.76438,-122.43047,Apartment,Entire home/apt,1,1,30,$110.00
3319447,37.76652,-122.45601,Apartment,Entire home/apt,1,0,2,$195.00
3325741,37.75525,-122.43995,Guest suite,Private room,1,1,1,$129.00
3326640,37.75097,-122.42236,Apartment,Entire home/apt,1,2,14,$250.00
