id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
662754,37.75458,-122.40975,Apartment,Entire home/apt,1.5,2,9,$282.00
663623,37.75797,-122.4096,Apartment,Entire home/apt,1.5,2,4,$240.00
664307,37.75292,-122.41875,Guest suite,Private room,1,1,2,$85.00
664315,37.75316,-122.42125,House,Entire home/apt,2,3,7,$450.00
677207,37.76499,-122.44262,House,Entire home/apt,3,3,3,$395.00
678556,37.77431,-122.45236,Apartment,Entire home/apt,1,1,3,$135.00
680288,37.75192,-122.41365,Guest suite,Entire home/apt,1,1,2,$150.00
686677,37.77532,-122.43741,Apartment,Shared room,1.5,1,30,$67.00
687430,37.7296,-122.42728,House,Private room,3,1,30,$35.00
691023,37.75697,-122.42727,House,Entire home/apt,2.5,3,4,$450.00
699723,37.76644,-122.39588,Apartment,Entire home/apt,2,2,4,$395.00
713877,37.76369,-122.45304,Guest suite,Entire home/apt,1,1,1,$145.00
715543,37.76375,-122.4125,Loft,Entire home/apt,1.5,2,30,$180.00
715754,37.76646,-122.4432,Condominium,Entire home/apt,1,1,30,$160.00
719431,37.74028,-122.46885,Guest suite,Entire home/apt,1,1,4,$79.00
720811,37.77571,-122.46296,Apartment,Entire home/apt,1,1,3,$135.00
725300,37.75935,-122.44437,House,Private room,2,2,30,$379.00
726657,37.76284,-122.42443,Condominium,Entire home/apt,2,2,4,$322.00
727866,37.74781,-122.50316,Guest suite,Entire home/apt,1,1,1,$153.00
727969,37.75354,-122.43372,Apartment,Entire home/apt,1,1,30,$170.00
728486,37.7822,-122.404,Loft,Entire home/apt,1.5,1,30,$175.00
728585,37.74935,-122.43532,Guest suite,Entire home/apt,1,1,3,$139.00
728884,37.75305,-122.43465,House,Entire home/apt,1,2,30,$275.00
732779,37.78068,-122.48146,House,Entire home/apt,2,3,5,$520.00
734801,37.78937,-122.42937,Loft,Entire home/apt,1,1,30,$162.00
734839,37.80153,-122.4094,Apartment,Entire home/apt,1,2,30,$185.00
738493,37.76037,-122.40414,Apartment,Private room,0.5,1,2,$178.00
738547,37.80627,-122.41919,Apartment,Entire home/apt,1,2,3,$395.00
741327,37.79147,-122.40848,Apartment,Entire home/apt,1,1,30,$123.00
746079,37.76063,-122.44618,Condominium,Private room,1.5,1,1,$115.00
748222,37.75621,-122.41555,Apartment,Private room,1,1,1,$120.00
748256,37.75495,-122.41683,Apartment,Private room,1,1,1,$120.00
749744,37.76739,-122.4493,Condominium,Entire home/apt,1,1,30,$175.00
749990,37.77154,-122.43888,Apartment,Entire home/apt,1,1,30,$225.00
752607,37.76411,-122.42159,House,Entire home/apt,1,3,3,$350.00
754117,37.77046,-122.44772,Apartment,Entire home/apt,1,1,30,$152.00
758815,37.80508,-122.44226,Apartment,Entire home/apt,1,1,30,$135.00
760794,37.73868,-122.42949,House,Entire home/apt,1.5,2,14,$250.00
765914,37.75692,-122.41116,Loft,Entire home/apt,1.5,1,7,$399.00
766516,37.74668,-122.41401,House,Entire home/apt,1,2,30,$144.00
767506,37.74387,-122.45375,House,Entire home/apt,2,3,2,$410.00
769734,37.75634,-122.40976,Cottage,Private room,1,1,2,$80.00
770991,37.74259,-122.42804,Guest suite,Entire home/apt,1,1,3,$139.00
774323,37.76022,-122.42551,Condominium,Private room,1,1,2,$140.00
776239,37.75809,-122.44311,House,Entire home/apt,2,3,4,$645.00
778520,37.76845,-122.42228,Apartment,Private room,1,1,4,$129.00
779109,37.75029,-122.42157,Townhouse,Private room,1,1,1,$160.00
781945,37.7842,-122.39925,Apartment,Entire home/apt,2,2,183,$250.00
782126,37.73341,-122.39274,House,Private room,1.5,1,1,$50.00
783135,37.77596,-122.44525,Apartment,Entire home/apt,1,1,5,$160.00
783821,37.76077,-122.43786,Apartment,Entire home/apt,1,1,30,$250.00
785901,37.79313,-122.40443,Hostel,Shared room,null,1,1,$45.00
786492,37.79421,-122.4031,Hostel,Shared room,null,1,1,$45.00
786506,37.7926,-122.40339,Hostel,Shared room,null,1,1,$45.00
794626,37.72924,-122.42653,Apartment,Entire home/apt,1,1,2,$120.00
795254,37.77031,-122.43242,Guest suite,Entire home/apt,1,1,3,$150.00
797887,37.73146,-122.45057,Apartment,Private room,1,1,30,$57.00
802559,37.71997,-122.45089,Bungalow,Entire home/apt,1,2,4,$180.00
802839,37.75925,-122.42306,Apartment,Entire home/apt,1,3,3,$300.00
806199,37.78786,-122.39325,Loft,Entire home/apt,1.5,1,3,$325.00
808660,37.7846,-122.44389,Apartment,Entire home/apt,1,2,30,$130.00
808919,37.777,-122.43681,Condominium,Private room,1.5,1,3,$110.00
810315,37.80014,-122.42456,Apartment,Private room,1,1,30,$70.00
811374,37.79748,-122.42065,Apartment,Entire home/apt,1,1,30,$105.00
815183,37.72754,-122.44927,Bungalow,Private room,1,1,30,$40.00
819856,37.79119,-122.39564,Condominium,Entire home/apt,2,2,30,$289.00
819863,37.75949,-122.46839,Apartment,Entire home/apt,1,1,1,$135.00
829185,37.77109,-122.42402,House,Entire home/apt,1.5,2,3,$699.00
830330,37.73919,-122.4159,Apartment,Entire home/apt,1,1,3,$135.00
830576,37.79511,-122.42651,Apartment,Entire home/apt,1,1,200,$175.00
830997,37.78377,-122.40721,Apartment,Entire home/apt,1,1,30,$200.00
833149,37.75942,-122.4677,Bungalow,Entire home/apt,1,1,30,$125.00
837045,37.77159,-122.43204,Apartment,Entire home/apt,1,2,2,$249.00
837490,37.7911,-122.43382,Apartment,Private room,1,2,31,$300.00
840986,37.74641,-122.41163,Apartment,Entire home/apt,1,1,2,$145.00
842269,37.7936,-122.40576,House,Shared room,2.5,1,30,$30.00
845480,37.70885,-122.43077,House,Private room,1.5,3,3,$70.00
845501,37.70978,-122.4308,House,Private room,2,3,3,$65.00
845502,37.77444,-122.43672,House,Entire home/apt,1.5,2,7,$875.00
848578,37.70988,-122.43083,House,Private room,1,1,3,$70.00
851889,37.77576,-122.41073,Loft,Entire home/apt,1,1,3,$300.00
856123,37.76221,-122.4199,Condominium,Private room,1,1,1,$168.00
859310,37.75697,-122.42019,Apartment,Private room,1,1,31,$135.00
859336,37.76897,-122.43855,Apartment,Private room,1,1,2,$109.00
862201,37.75318,-122.40124,Apartment,Entire home/apt,1,0,30,$179.00
863987,37.78115,-122.43246,Condominium,Entire home/apt,1,1,30,$141.00
865873,37.76252,-122.42428,Apartment,Entire home/apt,1,2,30,$375.00
867499,37.7714,-122.42328,House,Private room,1.5,1,4,$150.00
867530,37.73822,-122.42233,Guesthouse,Entire home/apt,1,0,30,$95.00
867555,37.7665,-122.4183,Townhouse,Entire home/apt,1.5,2,5,$549.00
870532,37.76469,-122.43424,Apartment,Entire home/apt,1,2,30,$145.00
870705,37.74151,-122.42308,Apartment,Entire home/apt,2,2,3,$360.00
872206,37.7595,-122.41839,House,Private room,6.5,1,32,$64.00
872246,37.79665,-122.41262,Apartment,Entire home/apt,2,2,180,$205.00
873705,37.78622,-122.4444,House,Entire home/apt,2,4,2,$425.00
878935,37.76464,-122.4678,Apartment,Entire home/apt,1,2,30,$190.00
881105,37.80532,-122.43548,Apartment,Entire home/apt,1.5,1,3,$475.00
883937,37.7465,-122.40989,Apartment,Entire home/apt,1,1,4,$175.00
884770,37.80317,-122.41841,Apartment,Private room,1,1,1,$123.00
890875,37.77116,-122.43373,Apartment,Entire home/apt,1,2,2,$269.00
900393,37.75646,-122.40114,Condominium,Entire home/apt,1,2,30,$295.00
900569,37.73825,-122.39793,Guest suite,Private room,1,1,30,$79.00
900941,37.75804,-122.43579,Apartment,Entire home/apt,1,1,90,$545.00
902377,37.76048,-122.46255,Apartment,Private room,1,1,30,$55.00
902435,37.78655,-122.38992,Condominium,Entire home/apt,1,1,30,$199.00
905399,37.74874,-122.41825,Apartment,Private room,1,1,5,$85.00
905902,37.76569,-122.48264,Apartment,Entire home/apt,1,2,30,$185.00
909063,37.76605,-122.42066,Apartment,Private room,1,1,4,$93.00
911029,37.76284,-122.44624,Condominium,Entire home/apt,2,2,30,$150.00
915058,37.74446,-122.4085,House,Entire home/apt,2,4,2,$859.00
918341,37.7637,-122.39735,House,Entire home/apt,1,1,1,$240.00
923807,37.77797,-122.43739,Apartment,Private room,3,1,30,$57.00
929468,37.75952,-122.44559,Loft,Entire home/apt,1,1,5,$175.00
930955,37.76097,-122.44837,Condominium,Entire home/apt,2,3,30,$400.00
931313,37.77039,-122.42267,Apartment,Entire home/apt,1,1,30,$101.00
932481,37.79177,-122.4327,House,Entire home/apt,2.5,3,5,$990.00
934012,37.77465,-122.46206,Apartment,Entire home/apt,1,1,30,$115.00
936209,37.75949,-122.42487,Apartment,Private room,0,1,2,$250.00
937842,37.75991,-122.41065,Apartment,Private room,1.5,1,1,$100.00
938330,37.7818,-122.44348,Apartment,Entire home/apt,1,1,30,$130.00
943851,37.75708,-122.40801,Apartment,Entire home/apt,1.5,2,30,$136.00
945748,37.78352,-122.45798,Apartment,Entire home/apt,1,1,2,$275.00
950094,37.73407,-122.39527,House,Private room,1,1,30,$79.00
955071,37.77033,-122.4491,Apartment,Private room,1,1,30,$55.00
958507,37.77719,-122.40871,House,Entire home/apt,1,3,31,$220.00
961900,37.77831,-122.39379,Loft,Entire home/apt,2,1,30,$179.00
964751,37.77842,-122.45796,Guest suite,Entire home/apt,1,1,30,$140.00
964952,37.77439,-122.43755,Condominium,Entire home/apt,2,3,5,$600.00
968046,37.72098,-122.43159,Condominium,Private room,1,1,2,$105.00
968308,37.78178,-122.39184,Condominium,Private room,1,1,30,$175.00
968852,37.77112,-122.43364,Apartment,Entire home/apt,1,1,1,$360.00
971069,37.79844,-122.4105,Apartment,Private room,1,1,30,$99.00
971116,37.77713,-122.44158,House,Private room,1,1,2,$115.00
975482,37.76965,-122.43833,Serviced apartment,Hotel room,2,2,30,$300.00
980783,37.7646,-122.40415,Apartment,Entire home/apt,1,1,30,$181.00
982298,37.74984,-122.50852,House,Entire home/apt,2,4,3,$495.00
983739,37.7654,-122.43398,Townhouse,Private room,1,1,30,$75.00
991765,37.7557,-122.41151,House,Entire home/apt,2,3,4,$250.00
992676,37.73485,-122.43407,Guest suite,Entire home/apt,1,1,1,$135.00
992913,37.80055,-122.40562,Apartment,Private room,1,1,2,$79.00
997382,37.7703,-122.45021,House,Private room,2,1,1,$53.00
1001415,37.75542,-122.42841,Apartment,Entire home/apt,1,1,4,$325.00
1001422,37.7971,-122.42793,Apartment,Entire home/apt,1,1,31,$200.00
1001759,37.76122,-122.43823,Apartment,Private room,1,1,30,$99.00
1003756,37.75963,-122.40192,Condominium,Entire home/apt,1.5,2,3,$272.00
1005642,37.76202,-122.42335,Apartment,Private room,1,1,2,$115.00
1007157,37.7959,-122.41813,House,Entire home/apt,1,4,30,$230.00
1011292,37.74684,-122.42697,House,Entire home/apt,2,2,120,$250.00
1011751,37.73429,-122.46413,House,Private room,3,1,2,$50.00
1015336,37.80507,-122.44358,House,Entire home/apt,2,3,30,$775.00
1016604,37.78027,-122.46108,House,Entire home/apt,2,3,4,$399.00
1017799,37.76043,-122.46203,Apartment,Private room,1,1,1,$75.00
1018426,37.77597,-122.40504,Loft,Shared room,1,1,30,$311.00
1023586,37.76105,-122.46313,Apartment,Private room,1,1,1,$65.00
1029621,37.76943,-122.43377,Condominium,Entire home/apt,1.5,2,3,$310.00
1030352,37.75401,-122.40925,Apartment,Entire home/apt,1,2,30,$259.00
1031899,37.74833,-122.42621,Apartment,Entire home/apt,null,1,30,$127.00
1033754,37.75975,-122.50544,House,Entire home/apt,2,3,1,$300.00
1036860,37.80519,-122.42143,Apartment,Entire home/apt,1,2,2,$298.00
1037251,37.74308,-122.40679,Apartment,Entire home/apt,1,1,30,$140.00
1038324,37.75231,-122.40827,Apartment,Private room,1.5,1,30,$93.00
1043282,37.75855,-122.4453,House,Private room,1,1,1,$111.00
1053666,37.75698,-122.41126,Guest suite,Entire home/apt,1,1,31,$180.00
1056006,37.77632,-122.422,Condominium,Entire home/apt,2,3,30,$255.00
1056844,37.7901,-122.39593,Loft,Shared room,1.5,1,2,$74.00
1059961,37.77981,-122.41022,Apartment,Shared room,1,1,58,"""$5,000.00 """
1069167,37.74168,-122.38258,Guest suite,Private room,1,1,1,$76.00
1076743,37.79951,-122.41714,Condominium,Entire home/apt,1,2,2,$575.00
1077444,37.77712,-122.47832,Bed and breakfast,Private room,1,1,2,$120.00
1080408,37.76094,-122.44388,House,Private room,1,1,1,$90.00
1080980,37.77807,-122.4101,Loft,Entire home/apt,2,2,1,$595.00
1083810,37.75276,-122.43513,House,Private room,2,1,3,$188.00
1084068,37.77967,-122.40379,Loft,Entire home/apt,1.5,1,365,$180.00
1087427,37.75655,-122.4799,House,Private room,1,1,7,$68.00
1094207,37.76016,-122.42413,Apartment,Entire home/apt,1,1,30,$100.00
1098003,37.77093,-122.43008,House,Entire home/apt,3,3,3,$500.00
1103797,37.78521,-122.44279,Apartment,Entire home/apt,2,3,2,$500.00
1104362,37.76225,-122.43232,Guest suite,Entire home/apt,1,1,30,$192.00
1104912,37.7752,-122.50139,Apartment,Entire home/apt,1,1,2,$159.00
1106534,37.74553,-122.43805,Guesthouse,Entire home/apt,1,2,30,$250.00
1107014,37.75871,-122.43815,House,Entire home/apt,3,4,2,$950.00
1109534,37.7909,-122.43397,Condominium,Entire home/apt,2,3,2,$500.00
1110001,37.74356,-122.42908,House,Entire home/apt,1,1,30,$175.00
1110346,37.79149,-122.41529,Condominium,Private room,1,1,2,$128.00
1110787,37.78983,-122.43481,Apartment,Entire home/apt,1,1,30,$149.00
1117813,37.72731,-122.43864,House,Entire home/apt,1,2,30,$150.00
1121697,37.77804,-122.43084,Apartment,Entire home/apt,1.5,5,30,$500.00
1123125,37.76046,-122.39778,House,Private room,1.5,1,2,$120.00
1125079,37.73446,-122.46455,House,Private room,3,1,2,$45.00
1125115,37.73586,-122.46462,House,Private room,3,1,2,$40.00
1130628,37.77082,-122.44901,Apartment,Private room,1,1,30,$79.00
1133372,37.73846,-122.42951,Condominium,Entire home/apt,1,3,2,$138.00
1135632,37.75776,-122.41144,Apartment,Private room,1,1,3,$150.00
1138420,37.79575,-122.43308,Apartment,Entire home/apt,1,1,30,$225.00
1140449,37.79911,-122.42933,Apartment,Private room,1,1,31,$120.00
1141986,37.78005,-122.40323,Apartment,Entire home/apt,1,1,360,$90.00
1142101,37.75727,-122.50099,House,Entire home/apt,2,3,7,$290.00
1145582,37.78681,-122.43277,Apartment,Entire home/apt,2,2,50,$140.00
1148625,37.76739,-122.44467,Condominium,Private room,1.5,1,3,$125.00
1151109,37.79966,-122.43795,House,Entire home/apt,2,2,30,$799.00
1151864,37.784,-122.39019,Apartment,Entire home/apt,2,2,180,$185.00
1159284,37.8039,-122.40661,Condominium,Entire home/apt,1,1,30,$290.00
1162640,37.72862,-122.43484,House,Entire home/apt,2,3,30,$149.00
1171918,37.77706,-122.4047,Loft,Entire home/apt,2,2,2,$245.00
1174214,37.80539,-122.43636,Townhouse,Private room,1,1,2,$395.00
1174537,37.80068,-122.40549,Townhouse,Entire home/apt,1,2,30,$300.00
1174758,37.80102,-122.40395,Apartment,Entire home/apt,1,2,30,$300.00
1177310,37.74254,-122.42685,Guesthouse,Entire home/apt,1,1,30,$120.00
1178260,37.80015,-122.40543,Apartment,Entire home/apt,1.5,2,30,$160.00
1178281,37.77766,-122.43437,Condominium,Entire home/apt,1,2,3,$275.00
1182465,37.75664,-122.43984,Apartment,Entire home/apt,1,2,2,$99.00
1183521,37.77658,-122.47882,Apartment,Private room,2,1,2,$100.00
1195173,37.79268,-122.41532,Apartment,Private room,1,1,30,$70.00
1200068,37.73289,-122.44803,House,Private room,1,1,30,$60.00
1201159,37.78067,-122.39794,Condominium,Entire home/apt,1,0,30,$75.00
1203062,37.75599,-122.4222,Apartment,Entire home/apt,1,2,3,$225.00
1203172,37.7432,-122.40936,Guest suite,Private room,1,1,3,$143.00
1203526,37.77139,-122.44729,Apartment,Private room,1.5,1,1,$99.00
1203684,37.7897,-122.41483,Apartment,Private room,1,1,1,$118.00
1203849,37.7534,-122.43011,Condominium,Entire home/apt,1,1,2,$250.00
1205031,37.77621,-122.39703,Loft,Private room,1,1,30,$120.00
1206032,37.71475,-122.44324,Apartment,Entire home/apt,1,2,30,$125.00
1206184,37.77113,-122.44616,Apartment,Private room,1.5,1,1,$89.00
1206233,37.77028,-122.44757,Apartment,Private room,null,1,1,$79.00
1206261,37.77107,-122.44874,Apartment,Private room,1.5,1,1,$99.00
1209893,37.78491,-122.4581,Apartment,Entire home/apt,1.5,3,2,"""$1,500.00 """
1212513,37.76023,-122.43774,Apartment,Private room,1,2,2,$175.00
1212746,37.76087,-122.4414,Apartment,Entire home/apt,2,3,3,$625.00
1212822,37.80362,-122.44547,Condominium,Entire home/apt,2,3,60,$510.00
1214080,37.74644,-122.41747,House,Entire home/apt,2,2,3,$345.00
1223107,37.75863,-122.41179,Condominium,Private room,1,1,3,$148.00
1223704,37.77966,-122.40344,House,Entire home/apt,1,2,29,$186.00
1226557,37.77782,-122.3968,Apartment,Entire home/apt,1,1,180,$217.00
1226596,37.73489,-122.42641,House,Private room,1,1,3,$89.00
1229606,37.7763,-122.40966,Apartment,Entire home/apt,1,1,31,$104.00
1237143,37.79972,-122.41709,Apartment,Entire home/apt,1,2,7,$442.00
1241029,37.80365,-122.44555,Condominium,Private room,1,1,60,$165.00
1245838,37.7367,-122.41797,Apartment,Entire home/apt,2,4,3,$450.00
1247160,37.77871,-122.4372,Apartment,Private room,1,1,30,$50.00
1249046,37.78185,-122.42087,Condominium,Entire home/apt,1,0,30,$110.00
1251570,37.76518,-122.42791,Condominium,Entire home/apt,1,2,2,$430.00
1261055,37.76341,-122.38915,Loft,Entire home/apt,1.5,1,50,$180.00
1261074,37.76693,-122.43102,Condominium,Private room,1,1,3,$130.00
1261122,37.73461,-122.46862,Guest suite,Entire home/apt,1,1,3,$130.00
1267206,37.74264,-122.42576,Apartment,Private room,1,1,3,$75.00
1276953,37.76974,-122.43233,Apartment,Entire home/apt,1,2,5,$295.00
1277771,37.78524,-122.47628,Apartment,Entire home/apt,1,2,3,$190.00
1281132,37.7354,-122.41795,Guest suite,Entire home/apt,1,1,2,$115.00
1281167,37.78729,-122.40944,Hostel,Private room,1,0,1,$180.00
1286943,37.73885,-122.41743,House,Entire home/apt,1,2,2,$200.00
1287889,37.74947,-122.43675,House,Entire home/apt,1,2,5,$300.00
1290935,37.76314,-122.44484,House,Entire home/apt,2,2,4,$249.00
1291092,37.80303,-122.43906,House,Entire home/apt,2.5,3,2,"""$1,800.00 """
1292217,37.77167,-122.43522,Apartment,Entire home/apt,2,2,30,$216.00
1299242,37.74272,-122.42144,Apartment,Entire home/apt,2,3,365,$200.00
1301798,37.76908,-122.42032,Apartment,Private room,1,1,3,$89.00
1301843,37.79769,-122.4227,Apartment,Entire home/apt,2,2,30,$195.00
1304068,37.76873,-122.43397,Apartment,Entire home/apt,2,3,3,$425.00
1304808,37.77376,-122.42734,Apartment,Entire home/apt,1,1,30,$210.00
1309496,37.77601,-122.44116,Condominium,Entire home/apt,2,3,3,$280.00
1317908,37.77784,-122.43823,Apartment,Private room,1.5,1,3,$95.00
1323983,37.76592,-122.43643,Apartment,Private room,1,1,1,$119.00
1324086,37.80035,-122.4314,Condominium,Entire home/apt,1,2,4,$495.00
1326577,37.71969,-122.45163,Guest suite,Entire home/apt,1,1,3,$125.00
1328186,37.75854,-122.43684,House,Entire home/apt,2.5,3,7,$575.00
1329465,37.77806,-122.39501,Loft,Entire home/apt,1,1,30,$200.00
1332343,37.7697,-122.43619,House,Private room,1,1,3,$152.00
1333047,37.74994,-122.41452,House,Private room,1,1,1,$119.00
1335996,37.74615,-122.41673,Apartment,Private room,1,2,2,$76.00
1336798,37.77128,-122.44823,Condominium,Entire home/apt,2.5,4,30,$450.00
1336998,37.77779,-122.43775,Apartment,Private room,1.5,1,2,$90.00
1340755,37.76135,-122.39474,Apartment,Private room,2,1,3,$145.00
1344243,37.78369,-122.46976,Apartment,Entire home/apt,1,1,5,$175.00
1344752,37.78558,-122.44414,Condominium,Entire home/apt,2,3,30,$210.00
1351626,37.73403,-122.44662,House,Private room,1,1,30,$52.00
1351783,37.7573,-122.48483,House,Private room,1,1,30,$47.00
1352111,37.79006,-122.43236,Apartment,Entire home/apt,1,1,30,$150.00
1355744,37.77146,-122.43648,House,Entire home/apt,1.5,1,30,$155.00
1356129,37.75084,-122.42341,Guest suite,Entire home/apt,1,1,2,$145.00
1356817,37.77782,-122.40406,Loft,Private room,1,1,2,$159.00
1364882,37.79918,-122.43884,Apartment,Entire home/apt,1,1,30,$299.00
1388523,37.75526,-122.42497,Apartment,Entire home/apt,1,0,30,$125.00
1391982,37.75398,-122.42171,Condominium,Entire home/apt,2,4,6,$500.00
1392204,37.73318,-122.46057,House,Private room,1,2,3,$129.00
1393654,37.75238,-122.45867,House,Private room,1,1,1,$99.00
1397537,37.74727,-122.41517,Townhouse,Entire home/apt,1.5,3,5,$250.00
1405046,37.77363,-122.49017,House,Entire home/apt,2.5,3,6,$350.00
1407244,37.76244,-122.3946,House,Entire home/apt,2,3,2,$500.00
1407881,37.76361,-122.43063,Apartment,Entire home/apt,1,0,30,$160.00
1408281,37.76433,-122.43664,Apartment,Shared room,1,1,1,$75.00
1409218,37.77687,-122.40916,Loft,Entire home/apt,2,2,30,$185.00
1421671,37.77009,-122.42341,Apartment,Entire home/apt,1,0,1,$246.00
1421774,37.7665,-122.43606,Guest suite,Entire home/apt,1,1,3,$135.00
1421937,37.73313,-122.46093,House,Private room,1,1,3,$129.00
1428465,37.74901,-122.43293,Apartment,Entire home/apt,1,1,30,$199.00
1428553,37.76033,-122.43893,Apartment,Private room,1,1,30,$89.00
1428909,37.76054,-122.40961,Loft,Entire home/apt,1,1,30,$142.00
1429022,37.80375,-122.44672,House,Entire home/apt,1,1,3,$469.00
1433011,37.80347,-122.42119,Apartment,Entire home/apt,1,1,2,$120.00
1433917,37.75867,-122.43454,Apartment,Entire home/apt,1,1,30,$175.00
1434314,37.74645,-122.43336,House,Entire home/apt,2,3,3,$490.00
1434425,37.76494,-122.43385,Apartment,Private room,1,1,4,$150.00
1437321,37.76409,-122.45292,Apartment,Private room,1.5,1,2,$165.00
1438286,37.74689,-122.41572,Apartment,Entire home/apt,1,1,30,$95.00
1438864,37.74703,-122.43494,House,Private room,1,1,3,$274.00
1442027,37.77703,-122.42055,Condominium,Entire home/apt,1,1,30,$131.00
1454220,37.76906,-122.44509,Apartment,Entire home/apt,1,1,30,$157.00
1455937,37.73404,-122.39215,House,Private room,1.5,1,1,$60.00
1456153,37.74504,-122.40614,House,Entire home/apt,1,3,4,$259.00
1460174,37.77895,-122.43634,Condominium,Entire home/apt,2,3,3,$575.00
1460628,37.77878,-122.46257,Guest suite,Entire home/apt,1,1,2,$170.00
1466344,37.787,-122.3971,Serviced apartment,Entire home/apt,1,1,30,$173.00
1467857,37.78718,-122.44315,Apartment,Entire home/apt,1,1,30,$140.00
1470340,37.71099,-122.43569,Guest suite,Entire home/apt,1,1,3,$88.00
1471683,37.77042,-122.42856,Apartment,Private room,1.5,2,3,$125.00
1474209,37.78712,-122.4096,Hostel,Private room,1,0,1,$175.00
1478708,37.7719,-122.50372,House,Private room,1,1,2,$85.00
1479666,37.77267,-122.43053,Apartment,Entire home/apt,1,3,30,$258.00
1480015,37.76785,-122.44902,Apartment,Entire home/apt,1,1,3,$265.00
1482273,37.79899,-122.4316,Condominium,Entire home/apt,2,2,30,$345.00
1482730,37.73704,-122.417,Apartment,Entire home/apt,1,2,4,$199.00
1483853,37.78839,-122.40937,Hotel,Private room,1,0,2,$179.00
1484792,37.77795,-122.42178,House,Entire home/apt,1,1,30,$250.00
1487849,37.74669,-122.40586,Guest suite,Entire home/apt,1,1,2,$167.00
1489175,37.72476,-122.43951,House,Entire home/apt,2,3,3,$295.00
1489782,37.77736,-122.4361,Apartment,Entire home/apt,1,2,2,$300.00
1494771,37.75078,-122.43126,Apartment,Entire home/apt,1,2,30,$170.00
1496833,37.77366,-122.43091,Apartment,Entire home/apt,1,2,30,$249.00
1498953,37.73853,-122.39,House,Entire home/apt,1,2,3,$337.00
1499630,37.74994,-122.41644,Apartment,Entire home/apt,2,2,3,$300.00
1499843,37.77595,-122.43971,Apartment,Private room,1,1,1,$185.00
1504826,37.72447,-122.44162,House,Entire home/apt,2,4,3,$250.00
1506702,37.79952,-122.42821,Condominium,Entire home/apt,1.5,3,1,$499.00
1510363,37.72857,-122.45215,Apartment,Entire home/apt,1,2,3,$150.00
1511076,37.76346,-122.425,Apartment,Private room,1,1,2,$145.00
1520790,37.77712,-122.44215,Apartment,Entire home/apt,1,1,3,$250.00
1520929,37.76055,-122.40402,Apartment,Entire home/apt,1,2,2,$250.00
1520938,37.77882,-122.44229,Apartment,Entire home/apt,1,2,30,$149.00
1524346,37.74509,-122.41611,Apartment,Entire home/apt,1,1,30,$165.00
1525137,37.78779,-122.44393,Apartment,Entire home/apt,1,1,30,$210.00
1525886,37.74693,-122.41684,Apartment,Private room,1,1,1,$125.00
1530745,37.79589,-122.41145,Apartment,Entire home/apt,1,1,30,$145.00
1531273,37.77281,-122.43174,House,Entire home/apt,1,1,30,$235.00
1534021,37.7697,-122.44483,Apartment,Entire home/apt,1,1,30,$148.00
1535946,37.75767,-122.42812,House,Entire home/apt,1,2,2,$350.00
1537497,37.77223,-122.41942,Apartment,Entire home/apt,1,1,30,$125.00
1547477,37.78036,-122.4241,Apartment,Entire home/apt,1,0,30,$100.00
1550913,37.75242,-122.41957,Guest suite,Entire home/apt,1,1,5,$199.00
1556680,37.77373,-122.49964,Guest suite,Entire home/apt,1,2,30,$145.00
1565576,37.77384,-122.41909,Condominium,Entire home/apt,2,1,30,$150.00
1569288,37.76928,-122.45346,House,Entire home/apt,2.5,4,30,$800.00
1578597,37.75858,-122.40152,Guest suite,Entire home/apt,1,0,31,$209.00
1579304,37.73751,-122.41329,House,Entire home/apt,2.5,3,4,$485.00
1584021,37.76663,-122.4202,Apartment,Entire home/apt,1,2,30,$395.00
1587410,37.75796,-122.41903,Condominium,Entire home/apt,1,2,6,$180.00
1588695,37.75909,-122.42895,House,Entire home/apt,1,1,30,$120.00
1589228,37.74387,-122.42338,Apartment,Entire home/apt,2,3,30,$350.00
1598872,37.77015,-122.42929,Condominium,Entire home/apt,1,1,7,$220.00
1605483,37.76551,-122.44946,Apartment,Private room,1.5,1,2,$89.00
1606292,37.77629,-122.42621,Apartment,Entire home/apt,1,0,30,$116.00
1614453,37.78759,-122.40905,Hotel,Private room,1,0,2,$169.00
1614622,37.78045,-122.44541,House,Private room,1,1,1,$295.00
1615088,37.78009,-122.43865,House,Private room,1,1,2,$99.00
1615158,37.75578,-122.49834,House,Private room,1,1,1,$85.00
1618782,37.78763,-122.43946,House,Private room,1,1,2,$195.00
1620039,37.78778,-122.40983,Hotel,Private room,1,0,1,$175.00
1620411,37.75017,-122.42487,Guest suite,Entire home/apt,1,0,3,$200.00
1623609,37.75942,-122.40754,House,Private room,1,1,3,$150.00
1624068,37.78776,-122.40979,Hotel,Private room,1,0,2,$169.00
1627259,37.79673,-122.41191,Apartment,Private room,1,1,30,$166.00
1627455,37.78913,-122.41215,Apartment,Private room,1,1,30,$129.00
1629330,37.77958,-122.39743,Apartment,Entire home/apt,1,1,30,$200.00
1629740,37.78915,-122.40962,Hotel,Private room,1,0,1,$169.00
1633126,37.73101,-122.4229,Apartment,Entire home/apt,1,1,3,$139.00
1633173,37.72571,-122.41814,House,Private room,1,1,1,$65.00
1633225,37.72545,-122.41889,House,Private room,1,1,1,$61.00
1633839,37.75429,-122.41033,Apartment,Entire home/apt,1,2,2,$118.00
1633933,37.77015,-122.45353,Apartment,Private room,1,1,2,$139.00
